State_No,County_No,Votes_For,Votes_Against,Total_Votes,Ballot_Type,Population,Per_Capita_Income,Medium_Family_Income,Size_of_County,Population_Density,Percent_White,Percent_Black,Percent_Other,Percent_Male,Percent_Female,No_of_Churches,No_of_Church_Members,Poverty_Level_Rate,Unemployment_Rate,Age_Less_than_18,Age_18_24,Age_24_44,Age_44_64,Age_Older_than_64,MSA,Percent_Minority
14,32,813,704,1517,2,3117,"$15,067 ","$27,151 ",974.60,3.20,.99,.00,.01,.500,.500,13,1577,10.10,1.90,870,183,833,704,527,2,.01
14,33,1434,1244,2678,2,5672,"$18,673 ","$23,881 ",718.10,7.90,.99,.00,.01,.482,.518,28,3226,10.40,3.80,1371,277,1412,1155,1457,2,.01
14,34,5393,3914,9307,2,22741,"$18,283 ","$27,499 ",855.30,26.59,.98,.00,.01,.480,.520,61,11908,11.50,3.30,5547,1649,6428,4697,4420,2,.02
14,35,759,490,1249,2,2331,"$15,991 ","$23,467 ",1704.60,1.37,.99,.00,.01,.482,.518,13,1028,12.50,3.10,534,118,565,531,583,2,.01
14,36,499,530,1029,2,2129,"$14,038 ","$22,762 ",570.10,3.73,.99,.00,.01,.480,.520,9,880,13.00,4.80,551,96,488,471,523,2,.01
14,37,541,429,970,2,2022,"$17,849 ","$31,361 ",458.20,4.41,.98,.01,.01,.512,.488,5,944,6.20,2.90,496,89,516,511,410,2,.02
14,38,267,156,423,2,777,"$10,371 ","$24,869 ",776.30,1.00,.97,.00,.03,.494,.506,6,461,10.90,2.20,231,37,236,172,101,2,.03
14,39,699,626,1325,2,2971,"$17,707 ","$24,328 ",569.90,5.21,1.00,.00,.00,.491,.509,13,847,12.60,6.40,912,148,722,568,621,2,.00
14,40,11762,8185,19947,2,49673,"$17,581 ","$30,586 ",546.40,90.91,.93,.00,.07,.486,.514,54,16185,11.40,4.30,14078,4186,15142,9119,7148,2,.07
14,41,2155,2312,4467,2,8973,"$19,074 ","$33,624 ",543.70,16.50,.99,.00,.01,.490,.510,22,3379,8.10,3.40,2589,513,2595,1806,1470,2,.01
14,42,1122,881,2003,2,3733,"$19,285 ","$24,575 ",552.80,6.75,1.00,.00,.00,.482,.518,20,1700,12.00,2.80,907,152,968,787,919,2,.00
14,43,321,297,618,2,1185,"$23,479 ","$29,508 ",713.10,1.66,.99,.00,.01,.519,.481,5,202,11.00,1.60,329,58,323,288,187,2,.01
14,44,964,716,1680,2,3585,"$14,913 ","$24,597 ",710.10,5.05,.99,.00,.01,.493,.507,15,1396,11.50,4.10,1001,179,919,687,799,2,.01
14,45,3062,2476,5538,2,12441,"$17,591 ","$26,508 ",2412.80,5.16,.99,.00,.01,.495,.505,36,3014,13.00,3.40,3737,746,3383,2342,2233,2,.01
14,46,257,162,419,2,745,"$13,992 ","$24,875 ",721.20,1.03,.98,.00,.02,.490,.510,4,285,10.60,2.60,180,42,161,148,214,2,.02
14,47,1591,1143,2734,2,6222,"$15,506 ","$27,202 ",569.50,10.93,.99,.00,.01,.491,.509,16,1491,10.60,5.10,1773,373,1591,1342,1143,2,.01
14,48,2423,1916,4339,2,8605,"$17,447 ","$26,712 ",573.10,15.01,.99,.00,.01,.485,.515,31,4577,10.80,2.80,2117,499,2223,1765,2001,2,.01
14,49,1394,836,2230,2,4641,"$16,496 ","$25,405 ",376.20,12.34,.96,.00,.04,.483,.517,16,2183,9.10,4.90,1144,228,1173,1017,1079,2,.04
14,50,1655,1482,3137,2,6561,"$20,814 ","$33,493 ",516.10,12.71,.98,.00,.02,.497,.503,20,3268,7.80,3.10,1767,448,1911,1324,1111,2,.02
14,51,2692,1143,3835,2,8374,"$15,390 ","$28,068 ",1061.30,7.89,.95,.00,.05,.487,.513,20,3034,9.90,4.10,2310,464,2283,1845,1472,2,.05
14,52,297,303,600,2,965,"$9,099 ","$21,728 ",773.30,1.25,1.00,.00,.00,.515,.485,6,509,12.60,1.90,250,39,256,211,209,2,.00
14,53,1037,733,1770,2,4045,"$18,387 ","$27,985 ",951.80,4.25,.96,.00,.04,.491,.509,10,1410,10.10,3.60,1072,189,1100,909,775,2,.04
14,54,2367,1628,3995,2,9451,"$16,456 ","$22,567 ",1108.20,8.53,.95,.00,.05,.489,.511,30,4110,14.90,4.40,2445,434,2281,1989,2302,2,.05
14,55,61906,40053,101959,2,219805,"$19,736 ","$34,560 ",838.90,262.02,.93,.02,.04,.490,.510,174,57223,9.00,2.70,52649,33567,73288,36331,23970,1,.07
14,56,10133,4848,14981,2,33069,"$17,246 ","$30,673 ",2564.20,12.90,.93,.00,.07,.487,.513,51,9716,12.00,4.50,9558,2439,9565,6529,4978,2,.07
14,57,223,204,427,2,863,"$12,470 ","$26,265 ",570.70,1.51,.99,.00,.00,.498,.502,5,205,7.10,3.80,287,36,241,172,127,2,.01
14,58,199,171,370,2,696,"$9,443 ","$22,146 ",569.70,1.22,1.00,.00,.00,.486,.514,3,117,10.60,5.70,193,30,184,160,129,2,.00
14,59,7942,5198,13140,2,530,"$7,864 ","$26,478 ",859.00,.62,1.00,.00,.00,.509,.491,3,78,9.30,.60,150,19,135,121,105,2,.00
14,60,122,193,315,2,33133,"$17,626 ","$31,186 ",572.60,57.86,.96,.01,.03,.489,.511,56,14479,10.40,3.50,9446,3058,10186,5597,4846,2,.04
14,61,1847,1667,3514,2,8134,"$17,113 ","$28,795 ",484.60,16.78,.99,.00,.01,.496,.504,27,3251,8.90,3.70,2265,520,2197,1710,1442,2,.01
14,62,1497,945,2442,2,5312,"$15,579 ","$25,069 ",1423.90,3.73,.90,.00,.10,.496,.504,22,1992,14.60,6.00,1490,286,1418,1150,968,2,.10
14,63,1023,737,1760,2,4249,"$16,999 ","$27,066 ",441.30,9.63,.99,.00,.01,.498,.502,11,1367,11.80,3.00,1224,220,1120,871,814,2,.01
14,64,2342,1347,3689,2,7760,"$17,191 ","$28,286 ",409.30,18.96,.99,.01,.01,.495,.505,27,3545,11.30,3.80,1908,856,2069,1460,1467,2,.01
14,65,1372,1424,2796,2,5631,"$16,983 ","$26,557 ",575.30,9.79,1.00,.00,.00,.483,.517,24,2508,11.70,3.20,1450,244,1393,1207,1337,2,.00
14,66,4225,2372,6597,2,14397,"$16,636 ","$28,977 ",615.90,23.38,.99,.00,.01,.479,.521,41,6013,10.00,4.20,3747,899,3796,3007,2948,2,.01
14,67,1041,674,1715,2,3237,"$17,449 ","$22,773 ",431.70,7.50,.99,.00,.01,.479,.521,15,1451,12.30,4.30,737,167,722,669,942,2,.01
14,68,1028,578,1606,2,3217,"$18,613 ","$30,791 ",883.20,3.64,.98,.00,.02,.500,.500,13,1527,8.70,1.60,951,150,841,627,648,2,.02
14,69,2510,2188,4698,2,9796,"$20,986 ","$33,376 ",540.00,18.14,.98,.00,.01,.483,.517,25,5160,8.50,2.10,2662,626,2782,1956,1770,2,.02
14,70,2026,1304,3330,2,7800,"$16,894 ","$28,529 ",574.00,13.59,.99,.00,.01,.491,.509,19,3942,10.00,3.20,2278,482,2034,1512,1494,2,.01
14,71,8309,5033,13342,2,30068,"$18,227 ","$33,370 ",678.10,44.34,.98,.00,.02,.493,.507,42,9054,8.80,3.10,9348,2331,9053,5485,3851,2,.02
14,72,1524,1306,2830,2,5526,"$20,520 ","$32,730 ",439.10,12.58,.99,.00,.01,.488,.512,18,2684,6.90,2.70,1473,267,1411,1105,1270,2,.01
14,73,3119,2101,5220,2,11400,"$17,314 ","$27,894 ",716.70,15.91,.97,.00,.02,.477,.523,31,4368,12.60,3.50,3073,939,3124,2273,1991,2,.03
14,74,3097,1634,4731,2,9850,"$16,524 ","$23,614 ",553.50,17.80,.98,.00,.02,.480,.520,36,3668,13.60,5.10,2454,580,2472,2019,2325,2,.02
14,75,480,494,974,2,1979,"$18,221 ","$25,283 ",1008.50,1.96,1.00,.00,.00,.491,.509,7,529,11.80,2.60,561,89,541,391,397,2,.00
14,76,3559,1752,5311,2,12704,"$17,820 ","$30,212 ",575.40,22.08,.98,.00,.02,.486,.514,22,4321,8.10,2.50,3180,1345,3300,2346,2533,2,.02
14,77,27589,11838,39427,2,106958,"$16,933 ","$41,951 ",240.70,444.36,.89,.05,.06,.503,.497,47,15549,4.80,1.90,34197,10968,39262,16981,5550,1,.11
14,78,5638,3066,8704,2,18500,"$16,901 ","$32,128 ",754.10,24.53,.99,.00,.01,.501,.499,45,4817,8.20,3.80,5252,1162,5299,3805,2982,2,.01
14,79,8106,6224,14330,2,36518,"$17,100 ","$26,975 ",739.30,49.40,.81,.00,.19,.482,.518,70,11220,16.30,6.70,10257,2807,10325,7149,5980,2,.19
14,80,3579,3038,6617,2,15697,"$17,709 ","$34,189 ",574.80,27.31,.99,.00,.01,.501,.499,40,7744,7.80,2.90,4151,1995,4206,2883,2462,2,.01
14,81,1663,1246,2909,2,6587,"$13,796 ","$24,887 ",2441.20,2.70,.91,.00,.09,.490,.510,26,2183,17.10,3.80,1833,383,1668,1327,1376,2,.09
14,82,1065,704,1769,2,3682,"$12,797 ","$23,157 ",565.90,6.51,.99,.00,.01,.503,.497,11,685,12.70,5.50,1030,224,858,781,789,2,.01
14,83,405,373,778,2,1537,"$12,257 ","$24,190 ",2066.70,.74,.97,.00,.03,.506,.494,3,214,10.50,2.10,409,72,412,412,232,2,.03
14,84,1564,855,2419,2,6179,"$16,650 ","$30,396 ",429.90,14.37,.99,.00,.01,.498,.502,11,1730,10.60,2.80,2018,406,1820,1163,772,2,.01
14,85,1658,1576,3234,2,6592,"$18,171 ","$26,537 ",574.60,11.47,.99,.00,.01,.486,.514,31,4816,11.80,2.00,1631,352,1586,1359,1664,2,.01
14,86,260,188,448,2,815,"$14,169 ","$22,358 ",712.90,1.14,.99,.00,.01,.482,.518,6,357,14.10,5.80,249,44,221,183,118,2,.01
14,87,1347,802,2149,2,6952,"$14,189 ","$21,261 ",393.80,17.65,.55,.00,.45,.495,.505,20,1940,23.90,8.70,2476,566,1700,1269,941,2,.45
14,88,1223,1257,2480,2,5008,"$17,369 ","$25,303 ",568.10,8.82,.99,.00,.01,.480,.520,17,1750,11.30,4.50,1269,273,1242,1042,1182,2,.01
14,89,5040,2861,7901,2,16959,"$19,564 ","$36,520 ",390.50,43.43,.98,.01,.01,.490,.510,22,5451,6.00,3.60,4642,1474,5071,3489,2283,1,.02
14,90,2185,1706,3891,2,9452,"$15,879 ","$28,663 ",443.50,21.31,.99,.00,.01,.486,.514,22,4281,10.20,2.40,2238,2037,2259,1589,1329,2,.01
14,91,1204,962,2166,2,4214,"$19,631 ","$24,745 ",574.90,7.33,.99,.00,.01,.482,.518,18,2069,11.40,3.40,1018,175,986,952,1083,2,.01
14,92,216,237,453,2,932,"$21,739 ","$29,139 ",575.20,1.62,.98,.01,.02,.505,.495,4,205,11.40,2.80,300,46,243,196,147,2,.02
14,93,3447,3243,6690,2,14535,"$19,467 ","$32,784 ",575.70,25.25,.98,.01,.02,.485,.515,36,7543,8.30,2.30,3949,1179,4101,2783,2523,2,.02
15,1,910,1826,2736,2,19613,"$13,956 ","$22,369 ",577.00,33.98,.56,.00,.44,.490,.510,53,7022,25.50,5.30,6032,2004,5152,3942,2483,2,.44
15,2,690,1423,2113,2,6178,"$15,317 ","$21,558 ",881.00,7.04,.92,.03,.05,.530,.470,35,3783,17.40,2.20,1342,460,1608,1426,1342,2,.08
15,3,990,1685,2675,2,13094,"$11,220 ","$19,188 ",990.00,13.24,.81,.06,.13,.530,.470,54,8119,30.10,6.60,3421,1129,3705,2840,1999,2,.19
15,4,444,1085,1529,2,5882,"$17,384 ","$31,591 ",1817.00,3.25,.93,.00,.07,.500,.500,29,3413,10.50,3.40,1662,347,1585,1302,986,2,.07
15,5,1903,3344,5247,2,19070,"$15,469 ","$24,531 ",904.00,21.13,.91,.02,.07,.480,.520,46,11878,23.60,7.00,5504,1465,5186,3697,3218,2,.09
15,6,1387,2102,3489,2,10950,"$15,267 ","$23,699 ",938.00,11.72,.84,.05,.11,.480,.520,50,6145,22.10,6.00,3059,802,2751,2248,2090,2,.16
15,7,2496,3316,5812,2,33208,"$13,976 ","$21,933 ",943.00,35.21,.83,.01,.16,.480,.520,86,16560,23.80,5.90,8445,3905,8403,6974,5481,2,.17
15,8,2870,4484,7354,2,30150,"$14,049 ","$22,154 ",1290.00,23.42,.70,.03,.27,.490,.510,116,20034,27.80,6.30,8553,2673,7964,6256,4704,2,.30
15,9,6875,12530,19405,2,79993,"$18,061 ","$41,792 ",905.00,88.42,.89,.02,.09,.500,.500,80,23116,9.00,4.10,24214,6235,26647,15625,7272,1,.11
15,10,4322,4677,8999,2,43643,"$17,693 ","$26,517 ",833.00,52.32,.81,.08,.11,.480,.520,92,26649,21.10,6.20,12036,3301,12035,9139,7132,2,.19
15,11,2881,3624,6505,2,36266,"$15,553 ","$23,391 ",776.00,46.77,.65,.01,.34,.490,.510,61,8919,26.30,6.80,9870,4571,9614,7340,4871,2,.35
15,12,1374,1719,3093,2,15455,"$13,397 ","$17,014 ",800.00,19.37,.71,.13,.16,.470,.520,62,10693,34.10,12.50,4346,1246,3741,3293,2829,2,.29
15,13,444,579,1023,2,3120,"$20,335 ","$22,890 ",1840.00,1.68,.86,.00,.14,.510,.500,18,2400,16.00,2.10,876,201,780,658,605,2,.14
15,14,14503,23744,38247,2,188180,"$17,653 ","$36,682 ",558.00,337.21,.87,.03,.10,.500,.500,115,47764,11.90,3.50,50017,27585,62904,33723,13951,1,.13
15,15,783,709,1492,2,5939,"$10,961 ","$17,946 ",521.00,11.32,.82,.01,.17,.480,.520,25,2550,27.20,10.80,1608,482,1528,1281,1040,2,.18
15,16,10043,7765,17808,2,117549,"$15,402 ","$28,504 ",1083.00,108.46,.69,.17,.14,.520,.480,144,53964,18.80,5.50,33264,18727,35869,19369,10320,1,.31
15,17,724,949,1673,2,6667,"$14,797 ","$22,849 ",642.00,10.44,.86,.02,.12,.470,.520,27,4967,19.50,5.40,1757,528,1688,1468,1226,2,.14
15,18,1272,1600,2872,2,14174,"$14,676 ","$23,770 ",762.00,18.63,.77,.03,.20,.490,.510,39,7567,17.70,5.20,3357,1108,3868,3440,2401,2,.23
15,19,5024,6700,11724,2,63645,"$14,608 ","$29,044 ",969.00,65.61,.87,.03,.10,.490,.510,115,27898,16.30,6.20,17729,5384,17791,13911,8830,1,.13
15,20,2363,4814,7177,2,26405,"$16,190 ","$27,381 ",1002.00,26.36,.83,.03,.14,.490,.510,71,16816,19.10,4.90,7116,4182,6956,4587,3564,2,.17
15,21,1919,2845,4764,2,31114,"$15,396 ","$24,432 ",792.00,39.27,.74,.00,.26,.490,.510,67,9239,21.70,5.80,7525,2414,7160,7873,6142,2,.26
15,22,738,1355,2093,2,5227,"$17,912 ","$22,836 ",1008.00,5.16,.92,.00,.07,.490,.520,43,3935,18.00,3.80,1394,322,1305,1111,1095,2,.07
15,23,697,979,1676,2,4233,"$16,456 ","$23,580 ",1231.00,3.41,.95,.00,.05,.500,.510,26,2708,15.50,5.80,1113,207,1071,893,949,2,.05
15,24,7402,9015,16417,2,56675,"$18,823 ","$29,996 ",1059.00,53.52,.91,.04,.05,.480,.520,90,26826,16.50,3.60,14921,4847,16055,11636,9216,1,.09
15,25,2248,4552,6800,2,26653,"$16,413 ","$23,548 ",813.00,32.83,.89,.03,.09,.480,.520,75,16870,20.50,7.70,6850,2084,6756,5729,5234,2,.12
15,26,3443,6476,9919,2,43019,"$14,650 ","$28,625 ",1105.00,38.92,.89,.04,.07,.480,.520,83,21728,18.30,6.00,12276,3759,12231,8962,5791,2,.11
15,27,724,1329,2053,2,5565,"$19,989 ","$24,535 ",1003.00,5.58,.97,.00,.02,.470,.520,38,4303,15.20,2.40,1436,314,1396,1212,1207,2,.02
15,28,701,1080,1781,2,6474,"$15,090 ","$21,622 ",643.00,10.10,.84,.07,.09,.530,.470,25,4685,28.70,2.90,1326,578,1747,1377,1446,2,.16
15,29,339,658,997,2,3574,"$15,624 ","$17,696 ",538.00,6.69,.74,.08,.18,.470,.530,18,3187,36.90,4.30,1013,270,786,679,826,2,.26
15,30,569,893,1462,2,3879,"$18,368 ","$28,571 ",1040.00,3.75,.97,.00,.03,.490,.510,17,2864,11.20,2.50,994,190,980,888,827,2,.03
15,31,891,1399,2290,2,10980,"$13,499 ","$20,296 ",625.00,17.60,.84,.01,.15,.490,.510,48,5322,25.40,14.70,2850,851,2687,2503,2089,2,.16
15,32,1214,1817,3031,2,12782,"$12,982 ","$19,372 ",814.00,15.72,.79,.03,.18,.470,.530,65,7864,27.10,12.40,3171,924,2971,2948,2768,2,.21
15,33,2612,3424,6036,2,28977,"$14,157 ","$25,845 ",804.00,36.08,.76,.08,.15,.490,.500,51,16929,18.50,5.00,8764,3488,8458,4915,3352,2,.23
15,34,727,847,1574,2,6940,"$14,836 ","$19,794 ",773.00,8.92,.89,.01,.10,.480,.520,27,4100,26.80,6.40,1747,516,1735,1473,1469,2,.11
15,35,1031,1214,2245,2,10128,"$12,472 ","$20,375 ",658.00,15.35,.81,.02,.17,.490,.510,45,5727,27.60,5.70,2744,1018,2554,2153,1659,2,.19
15,36,4617,6660,11277,2,47678,"$19,522 ","$29,422 ",945.00,50.49,.88,.02,.10,.480,.520,90,25775,16.00,5.80,12706,3840,12989,9811,8332,2,.12
15,37,1684,2837,4521,2,13201,"$18,143 ","$30,842 ",906.00,14.58,.91,.02,.06,.490,.510,43,6677,13.10,4.30,3830,897,3658,2680,2136,2,.08
15,38,1332,1927,3259,2,11066,"$14,193 ","$19,387 ",1030.00,10.77,.82,.05,.13,.470,.520,46,8303,26.80,3.60,3012,781,2644,2258,2371,2,.18
15,39,945,1260,2205,2,10261,"$13,660 ","$22,511 ",729.00,14.13,.82,.02,.17,.500,.500,44,5093,25.90,14.20,2791,1163,2489,2081,1737,2,.19
15,40,2658,3911,6569,2,44814,"$14,305 ","$24,395 ",1607.00,27.87,.85,.02,.13,.490,.510,148,20386,24.10,10.00,12481,4083,12083,9645,6522,2,.15
15,41,2458,4439,6897,2,30019,"$14,382 ","$26,803 ",965.00,31.08,.90,.03,.08,.490,.510,76,11867,17.10,5.60,8546,2260,8083,6703,4427,2,.11
15,42,2687,4250,6937,2,29823,"$16,264 ","$32,617 ",749.00,39.81,.80,.14,.06,.490,.510,50,8274,15.90,4.10,8140,3750,8082,5912,3939,1,.20
15,43,758,960,1718,2,8248,"$14,586 ","$24,963 ",532.00,15.42,.86,.03,.11,.500,.510,28,5030,18.30,5.10,2196,672,2162,1848,1370,2,.14
15,44,1940,3838,5778,2,24602,"$16,022 ","$31,650 ",580.00,42.42,.90,.01,.09,.500,.500,65,11494,14.40,4.50,6836,2047,6973,5727,3019,2,.10
15,45,2045,2246,4291,2,33802,"$15,083 ","$22,237 ",1900.00,17.78,.74,.10,.16,.480,.520,119,12395,29.60,8.20,10090,3098,8823,7149,4642,2,.26
15,46,2036,2236,4272,2,18056,"$13,159 ","$21,752 ",712.00,25.42,.76,.05,.19,.480,.520,52,7471,25.30,8.10,4219,1266,3932,4749,3890,2,.24
15,47,781,1885,2666,2,7739,"$15,812 ","$28,305 ",957.00,8.04,.96,.00,.04,.490,.520,33,4041,14.80,3.70,2093,485,1957,1692,1512,1,.04
15,48,1244,1506,2750,2,11502,"$15,237 ","$22,503 ",427.00,26.95,.85,.02,.13,.490,.510,38,5998,22.00,5.90,2685,922,2748,2757,2390,2,.15
15,49,3076,4333,7409,2,35279,"$14,812 ","$27,214 ",683.00,51.67,.81,.00,.19,.490,.510,96,14847,19.60,8.70,9443,2886,8992,8000,5958,2,.19
15,50,1262,1678,2940,2,11970,"$14,235 ","$23,457 ",425.00,28.25,.86,.02,.12,.490,.510,37,6137,22.40,10.40,3061,874,3067,2637,2331,2,.14
15,51,5171,7376,12547,2,69567,"$14,975 ","$25,396 ",839.00,83.00,.71,.14,.15,.480,.520,137,35554,22.90,7.20,19159,6209,19253,14190,10756,2,.29
15,52,1239,1965,3204,2,11197,"$15,926 ","$27,790 ",742.00,15.09,.88,.02,.10,.480,.510,31,5346,16.10,4.00,3063,866,3055,2415,1798,2,.12
15,53,1123,1335,2458,2,9751,"$13,739 ","$22,525 ",581.00,16.88,.79,.04,.17,.490,.510,30,4871,20.60,6.60,2448,728,2407,2307,1861,2,.21
15,54,967,1588,2555,2,11162,"$12,110 ","$19,223 ",629.00,17.82,.67,.12,.21,.510,.490,33,5123,30.90,8.30,2908,914,2845,2485,2010,2,.33
15,55,47311,90867,138178,2,622254,"$20,696 ","$31,221 ",718.00,866.69,.75,.14,.11,.480,.520,567,299834,17.10,5.50,164087,64302,193985,122529,77351,1,.25
15,56,3241,4420,7661,2,37337,"$13,752 ","$22,554 ",702.00,53.13,.74,.12,.13,.480,.520,77,18048,25.10,10.20,10165,3416,9566,8093,6097,2,.25
15,57,4348,4254,8602,2,42431,"$14,213 ","$29,551 ",2303.00,18.41,.73,.11,.16,.500,.500,76,13015,17.00,4.70,11764,3213,12342,9360,5752,1,.27
15,58,1613,2573,4186,2,30542,"$16,074 ","$23,046 ",485.00,62.95,.80,.00,.20,.470,.530,85,19259,21.10,7.90,7428,2980,7482,6985,5667,2,.20
15,59,1544,2008,3552,2,15779,"$15,180 ","$26,505 ",595.00,26.57,.88,.01,.11,.500,.500,43,7801,17.50,9.10,4274,1140,4256,3525,2584,2,.12
15,60,5229,8208,13437,2,63375,"$15,878 ","$27,545 ",697.00,90.98,.88,.03,.09,.500,.500,97,22260,18.50,2.80,13817,15768,17179,9699,6912,2,.12
15,61,4372,4733,9105,2,42939,"$14,007 ","$24,303 ",1377.00,31.15,.82,.04,.14,.500,.500,124,21967,21.90,11.10,10486,3438,11714,9771,7530,2,.18
15,62,4069,5834,9903,2,34194,"$15,379 ","$23,032 ",725.00,47.16,.82,.03,.15,.470,.530,92,18352,23.40,6.90,8676,4090,8903,6948,5577,2,.18
15,63,4993,8215,13208,2,60092,"$15,288 ","$27,736 ",793.00,75.79,.84,.02,.14,.480,.520,127,31170,20.90,5.90,16404,6400,16116,12589,8583,1,.16
15,64,986,1178,2164,2,11268,"$12,297 ","$18,763 ",1422.00,7.95,.83,.01,.16,.490,.510,55,5182,31.20,8.40,2895,870,2678,2724,2101,2,.17
15,65,647,1216,1863,2,3832,"$14,922 ","$23,491 ",1146.00,3.32,.94,.00,.06,.500,.510,26,2588,19.40,4.00,1078,262,1003,778,711,2,.06
15,66,5291,7272,12563,2,60684,"$17,272 ","$37,624 ",711.00,85.36,.85,.01,.14,.490,.510,84,20562,10.70,6.40,16953,5027,17651,13930,7123,1,.15
15,67,1809,3175,4984,2,24980,"$13,936 ","$21,238 ",640.00,39.05,.74,.08,.18,.480,.520,80,16066,29.00,9.40,6700,2125,6238,5445,4472,2,.26
15,68,2106,2764,4870,2,35084,"$14,625 ","$24,290 ",715.00,49.12,.76,.02,.21,.490,.510,71,11145,23.60,7.90,9968,3339,9356,7735,4686,1,.23
15,69,4685,7679,12364,2,43140,"$15,790 ","$27,119 ",891.00,48.39,.91,.02,.07,.480,.520,82,25305,18.80,7.00,11271,3007,11547,9316,7999,2,.09
15,70,1440,2151,3591,2,16263,"$18,868 ","$30,448 ",2048.00,7.96,.87,.00,.12,.500,.500,51,9529,13.00,3.40,4648,1655,4477,3361,2122,2,.12
15,71,999,1334,2333,2,9763,"$13,572 ","$19,969 ",879.00,11.15,.73,.09,.18,.480,.520,33,7647,27.70,6.40,2789,811,2253,1980,1930,2,.27
15,72,46449,56771,103220,2,521367,"$23,467 ","$32,297 ",587.00,888.62,.81,.10,.09,.480,.520,465,212368,16.00,5.20,137662,50713,168238,102869,61885,1,.19
15,73,4420,4958,9378,2,51366,"$14,980 ","$34,614 ",591.00,87.01,.85,.04,.11,.490,.510,56,11361,13.80,5.60,15375,4336,15571,11080,5004,1,.15
15,74,3986,7798,11784,2,47488,"$22,880 ","$35,530 ",424.00,112.03,.87,.03,.10,.480,.520,70,27119,12.70,6.30,12122,3437,12983,10657,8289,2,.13
15,75,1483,2327,3810,2,11533,"$14,641 ","$22,910 ",1009.00,11.40,.93,.00,.06,.490,.520,39,7328,22.20,4.30,3163,773,2891,2443,2263,2,.06
15,76,1193,1821,3014,2,8619,"$17,106 ","$24,768 ",1289.00,6.67,.96,.01,.04,.480,.520,39,4987,16.40,2.00,1882,1092,1954,1768,1923,2,.05
15,77,2362,3242,5604,2,18789,"$15,561 ","$29,042 ",1245.00,15.09,.93,.01,.06,.500,.500,36,9736,16.30,6.20,5302,1516,5514,3855,2602,2,.07
16,1,804,1833,2637,1,20093,"$15,106 ","$23,123 ",577.00,35.20,.56,.00,.44,.490,.510,53,7022,23.70,7.60,6147,2053,5262,4437,2450,2,.44
16,2,433,1044,1477,1,6062,"$17,080 ","$25,826 ",881.00,6.81,.92,.03,.05,.540,.470,35,3783,16.40,2.30,1279,446,1528,1520,1271,2,.08
16,3,472,1641,2113,1,13352,"$12,776 ","$21,062 ",990.00,13.34,.81,.06,.13,.530,.480,54,8119,27.50,4.40,3387,1127,3624,3113,1986,2,.19
16,4,260,920,1180,1,5922,"$19,930 ","$34,960 ",1817.00,3.36,.92,.00,.08,.500,.490,29,3413,10.00,4.00,1686,360,1583,1453,974,2,.08
16,5,606,2244,2850,1,19363,"$17,282 ","$26,701 ",904.00,21.69,.90,.02,.08,.480,.520,46,11878,20.30,4.10,5681,1547,5180,4206,2970,2,.10
16,6,704,1518,2222,1,10645,"$17,411 ","$27,252 ",938.00,11.19,.84,.05,.12,.480,.520,50,6145,20.30,3.50,2886,770,2529,2352,1976,2,.17
16,7,1181,2691,3872,1,34209,"$15,895 ","$24,270 ",943.00,36.80,.83,.01,.16,.480,.520,86,16560,21.20,3.20,8698,4167,8533,7964,5328,2,.17
16,8,1413,3381,4794,1,30836,"$14,679 ","$25,045 ",1290.00,24.04,.69,.03,.27,.500,.500,116,20034,23.80,5.50,8570,2810,8123,6944,4534,2,.30
16,9,3288,8129,11417,1,84425,"$20,189 ","$44,610 ",905.00,94.50,.88,.02,.09,.500,.500,80,23116,8.90,2.80,25208,6581,27171,18119,8384,1,.11
16,10,1596,4256,5852,1,44333,"$19,951 ","$28,017 ",833.00,53.40,.80,.09,.11,.480,.520,92,26649,19.20,6.80,11930,3316,11711,10073,7473,2,.20
16,11,1505,2875,4380,1,38416,"$16,505 ","$24,399 ",776.00,50.38,.65,.01,.34,.490,.510,61,8919,23.60,4.70,10443,4817,10164,8656,5058,2,.35
16,12,451,1197,1648,1,15181,"$14,887 ","$19,213 ",800.00,18.87,.71,.13,.16,.470,.520,62,10693,29.60,11.60,4173,1211,3539,3521,2633,2,.29
16,13,158,479,637,1,3050,"$21,892 ","$27,257 ",1840.00,1.63,.84,.00,.16,.500,.490,18,2400,14.40,3.00,810,190,694,662,603,2,.16
16,14,6498,15616,22114,1,197396,"$19,756 ","$41,085 ",558.00,360.32,.86,.03,.11,.500,.500,115,47764,10.90,3.30,52347,29161,64317,39194,16091,1,.14
16,15,528,807,1335,1,6111,"$12,239 ","$20,617 ",521.00,11.51,.82,.01,.17,.480,.520,25,2550,25.10,9.70,1602,489,1488,1426,1004,2,.18
16,16,3819,9158,12977,1,113947,"$17,487 ","$31,132 ",1083.00,104.77,.67,.17,.16,.520,.480,144,53964,17.60,5.10,31492,17495,33146,20307,11068,1,.33
16,17,369,963,1332,1,6747,"$16,181 ","$27,095 ",642.00,10.44,.85,.02,.13,.480,.520,27,4967,18.00,6.00,1740,527,1641,1617,1180,2,.15
16,18,855,1452,2307,1,14546,"$17,468 ","$25,754 ",762.00,19.02,.77,.04,.20,.480,.510,39,7567,16.20,2.90,3349,1115,3788,3786,2412,2,.24
16,19,2838,4688,7526,1,66257,"$15,972 ","$31,800 ",969.00,69.22,.87,.03,.10,.490,.510,115,27898,14.20,4.00,18013,5559,17834,15804,9932,1,.13
